p,rbo_a_max,rbo_a_min,rbo_a_ext,rbo_low_max,rbo_low_min,rbo_low_ext,rbo_hig_max,rbo_hig_min,rbo_hig_ext,rbo_avg_max,rbo_avg_min,rbo_avg_ext,sys1,sys2,topic
0.8,0.833630580209848,0.833630580209807,0.833630580209848,0.833630580209848,0.833630580209807,0.833630580209848,0.833630580209848,0.833630580209807,0.833630580209848,0.833630580209848,0.833630580209842,0.833630580209848,cmuBase10,cmuFuTop10,51
0.9,0.773127270912132,0.773127270912132,0.773127270912132,0.773127270912132,0.773127270912132,0.773127270912132,0.773127270912133,0.773127270912133,0.773127270912133,0.773127270912132,0.773127270912154,0.773127270912132,cmuBase10,cmuFuTop10,51
0.95,0.73930237331391,0.73930237331391,0.73930237331391,0.739302373073373,0.739302373073373,0.739302373073373,0.739302373554447,0.739302373554447,0.739302373554447,0.73930237331391,0.739302373313925,0.73930237331391,cmuBase10,cmuFuTop10,51
0.8,0.427902055219093,0.427902055219056,0.427902055219093,0.427902055219093,0.427902055219056,0.427902055219093,0.427902055219093,0.427902055219056,0.427902055219093,0.427902055219093,0.427902055219079,0.427902055219093,cmuBase10,cmuFuTop10,52
0.9,0.582614076150063,0.582614076150063,0.582614076150063,0.582614076150063,0.582614076150063,0.582614076150063,0.582614076150063,0.582614076150063,0.582614076150063,0.582614076150063,0.582614076150068,0.582614076150063,cmuBase10,cmuFuTop10,52
0.95,0.665948804924347,0.665948804924347,0.665948804924347,0.665948804913208,0.665948804913208,0.665948804913208,0.665948804935486,0.665948804935486,0.665948804935486,0.665948804924347,0.66594880492434,0.665948804924347,cmuBase10,cmuFuTop10,52
0.8,0.83284845826832,0.832848458268279,0.83284845826832,0.83284845826832,0.832848458268279,0.83284845826832,0.83284845826832,0.832848458268279,0.83284845826832,0.83284845826832,0.832848458268302,0.83284845826832,cmuBase10,cmuFuTop10,53
0.9,0.776568150592102,0.776568150592102,0.776568150592102,0.776568150592102,0.776568150592102,0.776568150592102,0.776568150592102,0.776568150592102,0.776568150592102,0.776568150592102,0.776568150592109,0.776568150592102,cmuBase10,cmuFuTop10,53
0.95,0.748031173628992,0.748031173628992,0.748031173628992,0.748031173611723,0.748031173611723,0.748031173611723,0.748031173646262,0.748031173646262,0.748031173646262,0.748031173628992,0.748031173628989,0.748031173628992,cmuBase10,cmuFuTop10,53
0.8,0.883906297381116,0.883906297381076,0.883906297381116,0.883906297381116,0.883906297381076,0.883906297381116,0.883906297381116,0.883906297381076,0.883906297381116,0.883906297381116,0.883906297381088,0.883906297381116,cmuBase10,cmuFuTop10,54
0.9,0.800750385150959,0.800750385150959,0.800750385150959,0.800750385150959,0.800750385150959,0.800750385150959,0.800750385150959,0.800750385150959,0.800750385150959,0.800750385150959,0.800750385150953,0.800750385150959,cmuBase10,cmuFuTop10,54
0.95,0.722246518815578,0.722246518815578,0.722246518815578,0.722246518815577,0.722246518815577,0.722246518815577,0.722246518815578,0.722246518815578,0.722246518815578,0.722246518815578,0.722246518815562,0.722246518815578,cmuBase10,cmuFuTop10,54
0.8,0.978137645211059,0.978137645211025,0.978137645211059,0.978137645210899,0.978137645210866,0.978137645210899,0.978137645211218,0.978137645211185,0.978137645211218,0.978137645211059,0.978137645211063,0.978137645211059,cmuBase10,cmuFuTop10,55
0.9,0.936993869409506,0.936993869409506,0.936993869409506,0.936993857467449,0.936993857467449,0.936993857467449,0.936993881351564,0.936993881351564,0.936993881351564,0.936993869409506,0.93699386940951,0.936993869409506,cmuBase10,cmuFuTop10,55
0.95,0.865551206543407,0.865551206543407,0.865551206543407,0.86554958737319,0.86554958737319,0.86554958737319,0.865552825713625,0.865552825713625,0.865552825713625,0.865551206543407,0.8655512065434,0.865551206543407,cmuBase10,cmuFuTop10,55
0.8,0.176759081958647,0.176759081958601,0.176759081958647,0.176759081958647,0.176759081958601,0.176759081958647,0.176759081958647,0.176759081958601,0.176759081958647,0.176759081958647,0.176759081958608,0.176759081958647,cmuBase10,cmuFuTop10,56
0.9,0.325681562568798,0.325681562568798,0.325681562568798,0.325681562568794,0.325681562568794,0.325681562568794,0.325681562568803,0.325681562568803,0.325681562568803,0.325681562568798,0.325681562568788,0.325681562568798,cmuBase10,cmuFuTop10,56
0.95,0.441255435045692,0.441255435045692,0.441255435045692,0.441255434352851,0.441255434352851,0.441255434352851,0.441255435738533,0.441255435738533,0.441255435738533,0.441255435045692,0.441255435045701,0.441255435045692,cmuBase10,cmuFuTop10,56
0.8,0.450060844188926,0.450060844188884,0.450060844188926,0.450060844188926,0.450060844188884,0.450060844188926,0.450060844188926,0.450060844188884,0.450060844188926,0.450060844188926,0.450060844188897,0.450060844188926,cmuBase10,cmuFuTop10,57
0.9,0.55479862417003,0.55479862417003,0.55479862417003,0.55479862416054,0.55479862416054,0.55479862416054,0.554798624179519,0.554798624179519,0.554798624179519,0.55479862417003,0.554798624170037,0.55479862417003,cmuBase10,cmuFuTop10,57
0.95,0.640343944672019,0.640343944672019,0.640343944672019,0.640343911010991,0.640343911010991,0.640343911010991,0.640343978333048,0.640343978333048,0.640343978333048,0.640343944672019,0.640343944672025,0.640343944672019,cmuBase10,cmuFuTop10,57
0.8,0.915682201700222,0.915682201700177,0.915682201700222,0.915682201700222,0.915682201700177,0.915682201700222,0.915682201700222,0.915682201700177,0.915682201700222,0.915682201700222,0.915682201700235,0.915682201700222,cmuBase10,cmuFuTop10,58
0.9,0.886463226934585,0.886463226934585,0.886463226934585,0.886463226934584,0.886463226934584,0.886463226934584,0.886463226934586,0.886463226934586,0.886463226934586,0.886463226934585,0.886463226934564,0.886463226934585,cmuBase10,cmuFuTop10,58
0.95,0.853889597231486,0.853889597231486,0.853889597231486,0.853889596887271,0.853889596887271,0.853889596887271,0.853889597575701,0.853889597575701,0.853889597575701,0.853889597231486,0.853889597231477,0.853889597231486,cmuBase10,cmuFuTop10,58
0.8,0.50803875751359,0.508038757513551,0.50803875751359,0.50803875751359,0.508038757513551,0.50803875751359,0.50803875751359,0.508038757513551,0.50803875751359,0.50803875751359,0.508038757513589,0.50803875751359,cmuBase10,cmuFuTop10,59
0.9,0.596230367616145,0.596230367616145,0.596230367616145,0.596230367616129,0.596230367616129,0.596230367616129,0.596230367616162,0.596230367616162,0.596230367616162,0.596230367616145,0.596230367616145,0.596230367616145,cmuBase10,cmuFuTop10,59
0.95,0.624935210628939,0.624935210628939,0.624935210628939,0.624935209073581,0.624935209073581,0.624935209073581,0.624935212184296,0.624935212184296,0.624935212184296,0.624935210628939,0.624935210628936,0.624935210628939,cmuBase10,cmuFuTop10,59
0.8,0.900128311701362,0.900128311701316,0.900128311701362,0.900128311666417,0.900128311666371,0.900128311666417,0.900128311736308,0.900128311736262,0.900128311736308,0.900128311701362,0.900128311701337,0.900128311701362,cmuBase10,cmuFuTop10,60
0.9,0.812179419148016,0.812179419148016,0.812179419148016,0.81217924826379,0.81217924826379,0.81217924826379,0.812179590032243,0.812179590032243,0.812179590032243,0.812179419148016,0.812179419147999,0.812179419148016,cmuBase10,cmuFuTop10,60
0.95,0.758623279403014,0.758623279403014,0.758623279403014,0.75861733676627,0.75861733676627,0.75861733676627,0.758629222039759,0.758629222039759,0.758629222039759,0.758623279403014,0.758623279402999,0.758623279403014,cmuBase10,cmuFuTop10,60
0.8,0.332924492391702,0.33292449239166,0.332924492391702,0.332924492391702,0.33292449239166,0.332924492391702,0.332924492391702,0.33292449239166,0.332924492391702,0.332924492391702,0.332924492391669,0.332924492391702,cmuBase10,cmuFuTop10,61
0.9,0.437449036727063,0.437449036727063,0.437449036727063,0.437449036712239,0.437449036712239,0.437449036712239,0.437449036741886,0.437449036741886,0.437449036741886,0.437449036727063,0.437449036727078,0.437449036727063,cmuBase10,cmuFuTop10,61
0.95,0.574858028588727,0.574858028588727,0.574858028588727,0.574857986235063,0.574857986235063,0.574857986235063,0.57485807094239,0.57485807094239,0.57485807094239,0.574858028588727,0.574858028588719,0.574858028588727,cmuBase10,cmuFuTop10,61
0.8,0.107851984387168,0.10785198438713,0.107851984387168,0.107851984387168,0.10785198438713,0.107851984387168,0.107851984387168,0.10785198438713,0.107851984387168,0.107851984387168,0.107851984387139,0.107851984387168,cmuBase10,cmuFuTop10,62
0.9,0.196603147798657,0.196603147798657,0.196603147798657,0.196603147798657,0.196603147798657,0.196603147798657,0.196603147798657,0.196603147798657,0.196603147798657,0.196603147798657,0.196603147798644,0.196603147798657,cmuBase10,cmuFuTop10,62
